object,material,boq_ref,qty_modelled,qty_boq,variance,status
NOT MODELLED - room not located (C-03),,R1-M.A.740-26/17,,1.0,,Blocked - awaiting room identification
NOT MODELLED - room not located (C-03),,R1-M.A.740-26/18,,2.0,,Blocked - awaiting room identification
NOT MODELLED - room not located (C-03),,R1-M.A.740-26/19,,1.0,,Blocked - awaiting room identification
